"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"The Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.","PG-13","True","English","He's Just Not That Into You","USA, Germany, Netherlands","Abby Kohn, Marc Silverstein, Greg Behrendt (book), Liz Tuccillo (book)","47","6.3","Ken Kwapis","06 Feb 2009","Morgan Lily, Trenton Rogers, Michelle Carmichael, Jasmine Woods","2009","Comedy, Drama, Romance","1 win & 3 nominations.","129 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY5MTUyNDgwMF5BMl5BanBnXkFtZTcwNzYzMDQyMg@@._V1_SY264_CR0,0,178,264_.jpg","98,235","tt1001508"
"Brian O'Conner, now working for the FBI in LA, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.","PG-13","True","N/A","Fast & Furious","N/A","Chris Morgan, Gary Scott Thompson","N/A","6.5","Justin Lin","03 Apr 2009","Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster","2009","Action, Crime, Drama, Thriller","N/A","1 h 47 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQwNDA2MTg3Nl5BMl5BanBnXkFtZTcwNTg3MzIyMg@@._V1_SX300.jpg","125,519","tt1013752"
"Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.","PG","True","English","Night at the Museum: Battle of the Smithsonian","USA, Canada","Robert Ben Garant, Thomas Lennon","42","5.9","Shawn Levy","22 May 2009","Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria","2009","Action, Adventure, Comedy","2 wins & 8 nominations.","105 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAzMzc0MzM3MF5BMl5BanBnXkFtZTcwNjUzODkyMg@@._V1_SX300.jpg","81,537","tt1078912"
"An extraterrestrial race forced to live in slum-like conditions on Earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology.","R","True","English, Nyanja, Afrikaans, Zulu, Xhosa, Southern Sotho","District 9","USA, New Zealand, Canada, South Africa","Neill Blomkamp, Terri Tatchell","81","8.0","Neill Blomkamp","14 Aug 2009","Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike","2009","Action, Sci-Fi, Thriller","Nominated for 4 Oscars. Another 15 wins & 52 nominations.","112 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM4OTI1OTM5NF5BMl5BanBnXkFtZTcwMzk5MTU1Mg@@._V1_SY264_CR0,0,178,264_.jpg","402,539","tt1136608"
"A fairy tale set in Jazz Age-era New Orleans and centered on a young woman named Tiana and her fateful kiss with a frog prince who desperately wants to be human again.","G","True","English, French","The Princess and the Frog","USA","Ron Clements (screenplay), John Musker (screenplay), Rob Edwards (screenplay), Greg Erb (story), Jason Oremland (story), Don Hall (story), E.D. Baker (story), Chris Ure (additional story material), Jared Stern (additional story material), Dean Wellins (additional story material), Will Csaklos (additional source material), Ralph Eggleston (additional source material)","73","7.1","Ron Clements, John Musker","11 Dec 2009","Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley","2009","Animation, Family, Fantasy","Nominated for 3 Oscars. Another 8 wins & 26 nominations.","97 min","movie","http://ia.media-imdb.com/images/M/MV5BMjEyOTQ5NzAzNl5BMl5BanBnXkFtZTcwMTcyNTU1Mg@@._V1_SX300.jpg","60,898","tt0780521"
"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.","R","True","English","Public Enemies","USA","Ronan Bennett (screenplay), Michael Mann (screenplay), Ann Biderman (screenplay), Bryan Burrough (book)","70","7.0","Michael Mann","01 Jul 2009","James Russo, David Wenham, Christian Stolte, Jason Clarke","2009","Biography, Crime, Drama","1 win & 9 nominations.","140 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA3NDI0NzM2MV5BMl5BanBnXkFtZTcwODk5MTk2Mg@@._V1_SX178_.jpg","173,515","tt1152836"
"A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.","G","True","English, Japanese","Hachi: A Dog's Tale","USA, UK","Stephen P. Lindsey (screenplay), Kaneto Shind么 (motion picture ""Hachiko monogatari"")","N/A","8.2","Lasse Hallstr枚m","12 Mar 2010","Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer","2009","Drama, Family","N/A","93 min","movie","http://ia.media-imdb.com/images/M/MV5BMTAxMDA2MjM4NDReQTJeQWpwZ15BbWU3MDE0NTgxMTM@._V1_SX300.jpg","66,777","tt1028532"
"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.","PG-13","True","English, French, Scottish Gaelic","G.I. Joe: The Rise of Cobra","USA, Czech Republic","Stuart Beattie (screenplay), David Elliot (screenplay), Paul Lovett (screenplay), Michael Gordon (story), Stephen Sommers (story)","32","5.7","Stephen Sommers","07 Aug 2009","Adewale Akinnuoye-Agbaje, Christopher Eccleston, GrĂŠgory Fitoussi, Joseph Gordon-Levitt","2009","Action, Adventure, Sci-Fi","3 wins & 11 nominations.","118 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQzMTU1NzQwNl5BMl5BanBnXkFtZTcwNDg4NzMzMw@@._V1_SX300.jpg","135,922","tt1046173"
"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".","PG-13","True","Hindi, Urdu, English","3 Idiots","India","Rajkumar Hirani, Abhijit Joshi, Vidhu Vinod Chopra (screenplay)","67","8.4","Rajkumar Hirani","25 Dec 2009","Aamir Khan, Kareena Kapoor, Madhavan, Sharman Joshi","2009","Comedy, Drama, Romance","19 wins & 10 nominations.","170 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMyOTg0ODQ1OF5BMl5BanBnXkFtZTcwNjc0NTMwNQ@@._V1_SX300.jpg","91,776","tt1187043"
"A newly possessed cheerleader turns into a killer who specializes in offing her male classmates. Can her best friend put an end to the horror?","R","True","English, Spanish","Jennifer's Body","USA","Diablo Cody","47","5.1","Karyn Kusama","18 Sep 2009","Megan Fox, Amanda Seyfried, Johnny Simmons, Adam Brody","2009","Comedy, Horror","2 wins & 3 nominations.","102 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMxNzYwMjc1Ml5BMl5BanBnXkFtZTcwNDI3MDE3Mg@@._V1_SY264_CR0,0,178,264_.jpg","70,187","tt1131734"
"A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.","PG-13","True","N/A","2012","N/A","Roland Emmerich, Harald Kloser","49","5.7","Roland Emmerich","13 Nov 2009","John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton","2009","Action, Adventure, Sci-Fi","N/A","158 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@._V1_SX178_.jpg","201,911","tt1190080"
"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.","PG-13","True","English","The Blind Side","USA","John Lee Hancock, Michael Lewis (book)","53","7.6","John Lee Hancock","20 Nov 2009","Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head","2009","Biography, Drama, Sport","Won 1 Oscar. Another 7 wins & 22 nominations.","129 min","movie","http://ia.media-imdb.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_SX178_.jpg","143,126","tt0878804"
"A pushy boss forces her young assistant to marry her in order to keep her Visa status in the U.S. and avoid deportation to Canada.","PG-13","True","English","The Proposal","USA","Pete Chiarelli","48","6.7","Anne Fletcher","19 Jun 2009","Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson","2009","Comedy, Drama, Romance","Nominated for 1 Golden Globe. Another 6 wins & 18 nominations.","108 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU1MzY1ODIyNV5BMl5BanBnXkFtZTcwNDU4NTE3Mg@@._V1_SX300.jpg","146,860","tt1041829"
"After Skynet has destroyed much of humanity in a nuclear holocaust, a group of survivors led by John Connor struggles to keep the machines from finishing the job.","PG-13","True","English, Italian","Terminator Salvation","USA, Germany, UK, Italy","John D. Brancato, Michael Ferris","52","6.7","McG","21 May 2009","Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter","2009","Action, Drama, Sci-Fi","2 wins & 9 nominations.","115 min","movie","http://ia.media-imdb.com/images/M/MV5BODE1MTM1MzA2NF5BMl5BanBnXkFtZTcwODQ5MTA2Mg@@._V1_SY264_CR9,0,178,264_.jpg","211,253","tt0438488"
"A post-apocalyptic tale of a man and his son trying to survive by any means possible.","R","True","English","The Road","USA","Cormac McCarthy (novel), Joe Penhall (screenplay)","64","7.3","John Hillcoat","02 Dec 2009","Viggo Mortensen, Kodi Smit-McPhee, Robert Duvall, Guy Pearce","2009","Adventure, Drama","Nominated for 1 BAFTA Film Award. Another 2 wins & 15 nominations.","111 min","movie","http://ia.media-imdb.com/images/M/MV5BMTAwNzk4NTU3NDReQTJeQWpwZ15BbWU3MDg3OTEyODI@._V1_SX300.jpg","130,746","tt0898367"
"Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancĂŠe, can the trio learn to live happily ever after?","R","True","English","I Love You, Man","USA","John Hamburg (screenplay), Larry Levin (screenplay)","70","7.1","John Hamburg","20 Mar 2009","Paul Rudd, Rashida Jones, Sarah Burns, Greg Levine","2009","Comedy","1 win & 5 nominations.","105 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU4MjI5NTEyNV5BMl5BanBnXkFtZTcwNjQ1NTMzMg@@._V1_SX300.jpg","130,065","tt1155056"
"A journalist is aided in his search for a woman who has been missing -- or dead -- for forty years by a young female hacker.","R","True","Swedish, English","The Girl with the Dragon Tattoo","Sweden, Denmark, Germany, Norway","Nikolaj Arcel (screenplay), Rasmus Heisterberg (screenplay), Stieg Larsson (novel)","76","7.8","Niels Arden Oplev","27 Feb 2009","Michael Nyqvist, Noomi Rapace, Lena Endre, Sven-Bertil Taube","2009","Crime, Mystery, Thriller","Won 1 BAFTA Film Award. Another 12 wins & 22 nominations.","152 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc2Mjc0MDg3MV5BMl5BanBnXkFtZTcwMjUzMDkxMw@@._V1_SY264_CR0,0,178,264_.jpg","132,496","tt1132620"
"A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.","PG","True","English","Monsters vs Aliens","USA","Maya Forbes (screenplay), Wallace Wolodarsky (screenplay), Rob Letterman (screenplay), Jonathan Aibel (screenplay), Glenn Berger (screenplay), Conrad Vernon (story)","56","6.6","Rob Letterman, Conrad Vernon","27 Mar 2009","Reese Witherspoon, Seth Rogen, Hugh Laurie, Will Arnett","2009","Animation, Action, Adventure","3 wins & 8 nominations.","94 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY0OTQ3MzE3MV5BMl5BanBnXkFtZTcwMDQyMzMzMg@@._V1_SX300.jpg","80,643","tt0892782"
"A traveling theater company gives its audience much more than they were expecting.","PG-13","True","N/A","The Imaginarium of Doctor Parnassus","N/A","Terry Gilliam, Charles McKeown","65","6.9","Terry Gilliam","08 Jan 2010","Andrew Garfield, Christopher Plummer, Richard Riddell, Katie Lyons","2009","Adventure, Fantasy, Mystery","N/A","123 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY4Njg4NTA3Nl5BMl5BanBnXkFtZTcwNzYxMzg5Mg@@._V1_SY264_CR0,0,178,264_.jpg","99,944","tt1054606"
"A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.","R","True","N/A","Law Abiding Citizen","N/A","Kurt Wimmer","34","7.3","F. Gary Gray","16 Oct 2009","Jamie Foxx, Gerard Butler, Colm Meaney, Bruce McGill","2009","Crime, Drama, Thriller","N/A","109 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMyODY1NTg1N15BMl5BanBnXkFtZTcwMTUyODI4Mg@@._V1_SX178_.jpg","157,862","tt1197624"
"A husband and wife who recently lost their baby adopt a 9-year-old girl who is not nearly as innocent as she claims to be.","R","True","English, American Sign Language, Estonian","Orphan","USA, Canada, Germany, France","David Johnson (screenplay), Alex Mace (story)","42","6.9","Jaume Collet-Serra","24 Jul 2009","Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder","2009","Mystery, Thriller","2 nominations.","123 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU0NjQzNjg2Nl5BMl5BanBnXkFtZTcwNzc3NzA0Mg@@._V1_SX300.jpg","96,029","tt1148204"
"An adventurous girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","PG","True","English, Russian","Coraline","USA","Henry Selick (screenplay), Neil Gaiman (book)","80","7.7","Henry Selick","06 Feb 2009","Dakota Fanning, Teri Hatcher, Jennifer Saunders, Dawn French","2009","Animation, Fantasy, Thriller","Nominated for 1 Oscar. Another 8 wins & 24 nominations.","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_SX300.jpg","104,951","tt0327597"
"With a job that has him traveling around the country firing people, Ryan Bingham leads an empty life out of a suitcase, until his company does the unexpected: ground him.","R","True","English","Up in the Air","USA","Walter Kirn (novel), Jason Reitman (screenplay), Sheldon Turner (screenplay)","83","7.5","Jason Reitman","23 Dec 2009","George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman","2009","Drama, Romance","Nominated for 6 Oscars. Another 64 wins & 66 nominations.","109 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI3MzYxMTA4NF5BMl5BanBnXkFtZTcwMDE4ODg3Mg@@._V1_SY264_CR0,0,178,264_.jpg","207,709","tt1193138"
"When attending their son's college graduation, a couple reignite the spark in their relationship...but the complicated fact is they're divorced and he's remarried.","R","True","English, French","It's Complicated","USA","Nancy Meyers","57","6.5","Nancy Meyers","25 Dec 2009","Meryl Streep, Steve Martin, Alec Baldwin, John Krasinski","2009","Comedy, Romance","Nominated for 3 Golden Globes. Another 3 wins & 7 nominations.","120 min","movie","http://ia.media-imdb.com/images/M/MV5BMjQ0NjM2NTI4N15BMl5BanBnXkFtZTcwNjQ2MDc5Mg@@._V1_SX178_.jpg","54,140","tt1230414"
"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.","PG-13","True","English, Spanish","Transformers: Revenge of the Fallen","USA","Ehren Kruger, Roberto Orci, Alex Kurtzman","35","5.9","Michael Bay","24 Jun 2009","Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson","2009","Action, Adventure, Sci-Fi","Nominated for 1 Oscar. Another 6 wins & 20 nominations.","150 min","movie","http://ia.media-imdb.com/images/M/MV5BNjk4OTczOTk0NF5BMl5BanBnXkFtZTcwNjQ0NzMzMw@@._V1_SX300.jpg","230,088","tt1055369"
"About a guy whose life didn't quite turn out how he wanted it to and wishes he could go back to high school and change it. He wakes up one day and is seventeen again and gets the chance to rewrite his life.","PG-13","True","English","17 Again","USA","Jason Filardi","48","6.3","Burr Steers","17 Apr 2009","Zac Efron, Leslie Mann, Thomas Lennon, Matthew Perry","2009","Comedy, Drama, Fantasy","3 wins & 4 nominations.","102 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA2NTI1Mzg3N15BMl5BanBnXkFtZTcwMjYwNjAzMg@@._V1_SX300.jpg","99,945","tt0974661"
"Harvard symbologist Robert Langdon works to solve a murder and prevent a terrorist act against the Vatican.","PG-13","True","English, Italian, Latin, French, Swiss German, German, Chinese","Angels & Demons","USA, Italy","David Koepp (screenplay), Akiva Goldsman (screenplay), Dan Brown (novel)","48","6.6","Ron Howard","15 May 2009","Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsg책rd","2009","Mystery, Thriller","1 win & 5 nominations.","138 min","movie","http://ia.media-imdb.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_SX178_.jpg","149,033","tt0808151"
"Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.","PG-13","True","English, Croatian","My Sister's Keeper","USA","Jeremy Leven (screenplay), Nick Cassavetes (screenplay), Jodi Picoult (novel)","51","7.4","Nick Cassavetes","26 Jun 2009","Abigail Breslin, Walter Raney, Sofia Vassilieva, Cameron Diaz","2009","Drama","3 wins & 3 nominations.","109 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ2NDg4MDU3NF5BMl5BanBnXkFtZTcwMjg5Njc1Mg@@._V1_SX300.jpg","53,778","tt1078588"
"Edward leaves Bella after an attack that nearly claimed her life, and in her depression she falls into yet another paranormal relationship- this time with werewolf Jacob Black.","PG-13","True","English, Italian","The Twilight Saga: New Moon","USA","Melissa Rosenberg (screenplay), Stephenie Meyer (novel)","44","4.5","Chris Weitz","20 Nov 2009","Kristen Stewart, Christina Jastrzembska, Robert Pattinson, Billy Burke","2009","Adventure, Drama, Fantasy","16 wins & 19 nominations.","130 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_SX300.jpg","176,202","tt1259571"
"A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.","Not Rated","True","English","Antichrist","Denmark, Germany, France, Sweden, Italy, Poland","Lars von Trier","49","6.5","Lars von Trier","20 May 2009","Willem Dafoe, Charlotte Gainsbourg, Storm Acheche SahlstrĂ¸m","2009","Drama","19 wins & 15 nominations.","108 min","movie","http://ia.media-imdb.com/images/M/MV5BMjE3MjQ2ODc1N15BMl5BanBnXkFtZTcwNjYyMzI5Mg@@._V1_SX300.jpg","59,582","tt0870984"
"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.","PG","True","English, Japanese, Hindi","Dragonball: Evolution","USA, Hong Kong, UK","Ben Ramsey (screenplay), Akira Toriyama (novel)","45","2.9","James Wong","10 Apr 2009","Justin Chatwin, Yun-Fat Chow, Emmy Rossum, Jamie Chung","2009","Action, Adventure, Fantasy","N/A","85 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYzNDM0ODQxMF5BMl5BanBnXkFtZTcwOTMyMzMzMg@@._V1_SX300.jpg","42,402","tt1098327"
"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.","R","True","English","Mr. Nobody","France, Germany, Canada, Belgium","Jaco Van Dormael","63","7.9","Jaco Van Dormael","26 Sep 2013","Jared Leto, Sarah Polley, Diane Kruger, Linh Dan Pham","2009","Drama, Fantasy, Romance","5 wins & 3 nominations.","141 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg4ODkzMDQ3Nl5BMl5BanBnXkFtZTgwNTEwMTkxMDE@._V1_SX300.jpg","73,028","tt0485947"
"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.","PG-13","True","English, French","An Education","UK, USA","Lynn Barber (memoir), Nick Hornby (screenplay)","85","7.3","Lone Scherfig","30 Oct 2009","Carey Mulligan, Olivia Williams, Alfred Molina, Cara Seymour","2009","Drama","Nominated for 3 Oscars. Another 25 wins & 55 nominations.","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg4NjgzOTc0MF5BMl5BanBnXkFtZTcwOTc2OTE3Mg@@._V1_SX300.jpg","88,781","tt1174732"
