"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.","PG-13","True","English","I Am Legend","USA","Mark Protosevich (screenplay), Akiva Goldsman (screenplay), Richard Matheson (novel), John William Corrington, Joyce Hooper Corrington","65","7.1","Francis Lawrence","14 Dec 2007","Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield","2007","Drama, Sci-Fi, Thriller","9 wins & 18 nominations.","101 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU4NzMyNDk1OV5BMl5BanBnXkFtZTcwOTEwMzU1MQ@@._V1_SY264_CR0,0,178,264_.jpg","359,668","tt0480249"
"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.","PG-13","True","English, Icelandic, Russian, French","The Golden Compass","USA, UK","Chris Weitz (screenplay), Philip Pullman (novel)","51","6.1","Chris Weitz","07 Dec 2007","Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker","2007","Adventure, Family, Fantasy","Won 1 Oscar. Another 3 wins & 26 nominations.","113 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM2NDkxMjQxMV5BMl5BanBnXkFtZTYwNTMxMDM4._V1_SX300.jpg","118,133","tt0385752"
"Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes to plan.","R","True","English","28 Weeks Later","UK, Spain","Rowan Joffe (screenplay), Juan Carlos Fresnadillo (screenplay), Enrique L贸pez Lavigne (screenplay), Jes煤s Olmo (screenplay)","78","7.0","Juan Carlos Fresnadillo","11 May 2007","Robert Carlyle, Rose Byrne, Jeremy Renner, Harold Perrineau","2007","Horror, Sci-Fi, Thriller","2 wins & 7 nominations.","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUxMjc2MTcxNV5BMl5BanBnXkFtZTcwMzgzOTY0MQ@@._V1_SX300.jpg","159,294","tt0463854"
"Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue them.","PG","True","English","Bee Movie","USA","Jerry Seinfeld, Spike Feresten, Barry Marder, Andy Robin, Chuck Martin (additional screenplay material), Tom Papa (additional screenplay material)","54","6.1","Steve Hickner, Simon J. Smith","02 Nov 2007","Jerry Seinfeld, RenĂŠe Zellweger, Matthew Broderick, Patrick Warburton","2007","Animation, Adventure, Comedy","Nominated for 1 Golden Globe. Another 12 nominations.","91 min","movie","http://ia.media-imdb.com/images/M/MV5BMjE1MDYxOTA4MF5BMl5BanBnXkFtZTcwMDE0MDUzMw@@._V1_SY264_CR0,0,178,264_.jpg","77,908","tt0389790"
"A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.","R","True","English, Chinese","3:10 to Yuma","USA","Halsted Welles (screenplay), Michael Brandt (screenplay), Derek Haas (screenplay), Elmore Leonard (short story)","76","7.8","James Mangold","07 Sep 2007","Russell Crowe, Christian Bale, Logan Lerman, Dallas Roberts","2007","Adventure, Crime, Drama","Nominated for 2 Oscars. Another 6 wins & 19 nominations.","122 min","movie","http://ia.media-imdb.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_SX178_.jpg","184,816","tt0381849"
"The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.","PG","True","English, Japanese, Chinese, Arabic","Fantastic 4: Rise of the Silver Surfer","USA, Germany, UK","Don Payne (screenplay), Mark Frost (screenplay), John Turman (story), Stan Lee (characters), Jack Kirby (characters)","45","5.6","Tim Story","15 Jun 2007","Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis","2007","Action, Fantasy, Sci-Fi","2 wins & 13 nominations.","92 min","movie","http://ia.media-imdb.com/images/M/MV5BMTgxMDc2NzA4MV5BMl5BanBnXkFtZTcwOTI1NTY0MQ@@._V1_SX300.jpg","154,190","tt0486576"
"Two full length feature horror movies written by Quentin Tarantino & Robert Rodriguez put together as a two film feature. Including fake movie trailers in between both movies.","R","True","English, Spanish","Grindhouse","USA","Robert Rodriguez, Rob Zombie, Edgar Wright, Jeff Rendell, Eli Roth, Quentin Tarantino, Rob Cotterill (story), Jason Eisener (story), John Davies (fake trailer segment ""Hobo with a Shotgun"")","77","7.7","Robert Rodriguez, Eli Roth, Quentin Tarantino, Edgar Wright, Rob Zombie","06 Apr 2007","Kurt Russell, ZoĂŤ Bell, Rosario Dawson, Vanessa Ferlito","2007","Action, Horror, Thriller","2 wins & 8 nominations.","191 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA0MzExNzc3MV5BMl5BanBnXkFtZTcwODAxMzM0MQ@@._V1_SX300.jpg","127,591","tt0462322"
"The music of the Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.","PG-13","True","N/A","Across the Universe","N/A","Dick Clement (screenplay), Ian La Frenais (screenplay), Julie Taymor (story)","56","7.4","Julie Taymor","12 Oct 2007","Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs","2007","Drama, Fantasy, Musical","N/A","133 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIyMTUwNzg3Nl5BMl5BanBnXkFtZTcwMjM1MDI1MQ@@._V1_SX178_.jpg","76,783","tt0445922"
"After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.","Not Rated","True","English","Planet Terror","USA","Robert Rodriguez","N/A","7.2","Robert Rodriguez","21 Jun 2007","Rose McGowan, Freddy RodrĂ­guez, Josh Brolin, Marley Shelton","2007","Action, Horror","N/A","105 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI0NDQ5MTM2MV5BMl5BanBnXkFtZTcwOTIwMjk2MQ@@._V1_SX300.jpg","133,113","tt1077258"
"St Trinian's, a school for ""young ladies"" with its anarchic doctrine of free expression, brings together a motley crew of ungovernable girls who, using their wit and ingenuity, save the school from bankruptcy.","PG-13","True","English","St. Trinian's","UK","Piers Ashworth (screenplay), Jamie Minoprio (additional material), Nick Moorcroft (screenplay), Ronald Searle (cartoons), Jonathan M. Stern (additional material)","39","5.7","Oliver Parker, Barnaby Thompson","21 Dec 2007","Talulah Riley, Rupert Everett, Jodie Whittaker, Gemma Arterton","2007","Comedy","5 nominations.","97 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg5MjIwMzgwNF5BMl5BanBnXkFtZTcwOTg3NzI3Mg@@._V1_SX300.jpg","14,087","tt0964587"
"An attorney intent on climbing the career ladder toward success, finds an unlikely opponent in a manipulative criminal he's trying to prosecute.","R","True","N/A","Fracture","N/A","Daniel Pyne (screenplay), Glenn Gers (screenplay)","68","7.1","Gregory Hoblit","20 Apr 2007","Anthony Hopkins, Ryan Gosling, David Strathairn, Rosamund Pike","2007","Crime, Drama, Mystery","N/A","113 min","movie","http://ia.media-imdb.com/images/M/MV5BMzIzNjQyMzkwM15BMl5BanBnXkFtZTcwOTg5ODQ0MQ@@._V1_SY264_CR0,0,178,264_.jpg","106,050","tt0488120"
"A teenager turns her babysitting service into a call-girl service for married guys after fooling around with one of her customers.","R","True","English","The Babysitters","USA","David Ross","35","5.8","David Ross","13 May 2011","Lauren Birkell, Paul Borghese, Chira Cassel, Anthony Cirillo","2007","Drama","N/A","88 min","movie","http://ia.media-imdb.com/images/M/MV5BMTcwMDUwNzYyOF5BMl5BanBnXkFtZTcwNTg4NDA3MQ@@._V1_SX300.jpg","5,614","tt0796302"
"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.","R","True","English","The Mist","USA","Frank Darabont (screenplay), Stephen King (novel)","58","7.2","Frank Darabont","21 Nov 2007","Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher","2007","Horror, Sci-Fi, Thriller","2 wins & 5 nominations.","126 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_SX300.jpg","164,147","tt0884328"
"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.","PG-13","True","N/A","1408","N/A","Matt Greenberg (screenplay), Scott Alexander (screenplay), Larry Karaszewski (screenplay), Stephen King (short story)","64","6.7","Mikael Hรฅfstrรถm","22 Jun 2007","John Cusack, Paul Birchard, Margot Leicester, Walter Lewis","2007","Horror, Mystery","N/A","104 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk1MDg0NTU0OV5BMl5BanBnXkFtZTcwMTM1NDk0MQ@@._V1_SY264_CR0,0,178,264_.jpg","160,976","tt0450385"
