"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"A naive young woman comes to New York and scores a job as the assistant to one of the city's biggest magazine editors, the ruthless and cynical Miranda Priestly.","PG-13","True","English, French","The Devil Wears Prada","USA","Aline Brosh McKenna (screenplay), Lauren Weisberger (novel)","62","6.7","David Frankel","30 Jun 2006","Meryl Streep, Anne Hathaway, Emily Blunt, Stanley Tucci","2006","Comedy, Drama, Romance","Nominated for 2 Oscars. Another 14 wins & 28 nominations.","109 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMyNjk4Njc3NV5BMl5BanBnXkFtZTcwNDkyMTEzMw@@._V1_SX300.jpg","191,060","tt0458352"
"A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.","PG","True","English, Italian, Hebrew","Night at the Museum","USA, UK","Robert Ben Garant (screenplay), Thomas Lennon (screenplay), Milan Trenc (book)","48","6.3","Shawn Levy","22 Dec 2006","Ben Stiller, Carla Gugino, Dick Van Dyke, Mickey Rooney","2006","Action, Adventure, Comedy","2 wins & 8 nominations.","108 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQyOTM4MDMxN15BMl5BanBnXkFtZTcwODg5NTQzMw@@._V1_SY264_CR1,0,178,264_.jpg","153,560","tt0477347"
"Armed with a license to kill, Secret Agent James Bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at Casino Royale, but things are not what they seem.","PG-13","True","English, French","Casino Royale","UK, Czech Republic, USA, Germany, Bahamas","Neal Purvis (screenplay), Robert Wade (screenplay), Paul Haggis (screenplay), Ian Fleming (novel)","81","7.9","Martin Campbell","17 Nov 2006","Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench","2006","Action, Crime, Thriller","Won 1 BAFTA Film Award. Another 17 wins & 29 nominations.","144 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM5MjI4NDExNF5BMl5BanBnXkFtZTcwMDM1MjMzMQ@@._V1_SX178_.jpg","330,705","tt0381061"
"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.","PG-13","True","N/A","The Illusionist","N/A","Neil Burger (screenplay), Steven Millhauser (short story ""Eisenheim the Illusionist"")","68","7.6","Neil Burger","01 Sep 2006","Edward Norton, Paul Giamatti, Jessica Biel, Rufus Sewell","2006","Drama, Mystery, Romance","N/A","110 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM1MjQyMDkzN15BMl5BanBnXkFtZTcwNzAyNTQzMQ@@._V1_SY264_CR0,0,178,264_.jpg","215,377","tt0443543"
"In the fascist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.","R","True","N/A","Pan's Labyrinth","N/A","Guillermo del Toro","98","8.3","Guillermo del Toro","19 Jan 2007","Ivana Baquero, Sergi L贸pez, Maribel Verd煤, Doug Jones","2006","Drama, Fantasy, War","N/A","118 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU3ODg2NjQ5NF5BMl5BanBnXkFtZTcwMDEwODgzMQ@@._V1_SY264_CR0,0,178,264_.jpg","323,212","tt0457430"
"Ethan Hunt comes face to face with a dangerous and sadistic arms dealer while trying to keep his identity secret in order to protect his girlfriend.","PG-13","True","English, Italian, Mandarin, Cantonese, German, Czech","Mission: Impossible III","USA, Germany, China","Alex Kurtzman, Roberto Orci, J.J. Abrams, Bruce Geller (television series)","66","6.8","J.J. Abrams","05 May 2006","Tom Cruise, Philip Seymour Hoffman, Ving Rhames, Billy Crudup","2006","Action, Adventure, Thriller","7 wins & 12 nominations.","126 min","movie","http://ia.media-imdb.com/images/M/MV5BMjExMDY1MTI5MF5BMl5BanBnXkFtZTcwNDE2NTQzMw@@._V1_SX300.jpg","176,920","tt0317919"
"A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.","G","True","English, Italian, Japanese, Yiddish","Cars","USA","John Lasseter (original story by), Joe Ranft (original story by), Jorgen Klubien (original story by), Dan Fogelman (screenplay), Kiel Murray (screenplay), Phil Lorin (screenplay), Bonnie Hunt (additional screenplay material), Robert L. Baird (additional screenplay material), Daniel Gerson (additional screenplay material), Don Lake (additional screenplay material), Steve Purcell (additional screenplay material), Dan Scanlon (additional screenplay material)","73","7.2","John Lasseter, Joe Ranft","09 Jun 2006","Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy","2006","Animation, Adventure, Comedy","Nominated for 2 Oscars. Another 20 wins & 19 nominations.","117 min","movie","http://ia.media-imdb.com/images/M/MV5BMTE5Mzk5MTA2Ml5BMl5BanBnXkFtZTYwNTY3NTc2._V1_SX300.jpg","161,769","tt0317219"
"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.","R","True","German","The Lives of Others","Germany","Florian Henckel von Donnersmarck","89","8.5","Florian Henckel von Donnersmarck","23 Mar 2006","Martina Gedeck, Ulrich M端he, Sebastian Koch, Ulrich Tukur","2006","Drama, Thriller","Won 1 Oscar. Another 66 wins & 25 nominations.","137 min","movie","http://ia.media-imdb.com/images/M/MV5BNDUzNjYwNDYyNl5BMl5BanBnXkFtZTcwNjU3ODQ0MQ@@._V1_SX178_.jpg","174,207","tt0405094"
"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.","PG-13","True","English","Step Up","USA","Duane Adler (screenplay), Melissa Rosenberg (screenplay)","48","6.3","Anne Fletcher","11 Aug 2006","Channing Tatum, Jenna Dewan-Tatum, Damaine Radcliff, De'Shawn Washington","2006","Crime, Drama, Music","1 win & 3 nominations.","104 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIxMDM5Mjc1Nl5BMl5BanBnXkFtZTcwMDkyODQzMQ@@._V1_SX300.jpg","59,675","tt0462590"
"A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.","R","True","English","Little Miss Sunshine","USA","Michael Arndt","80","7.9","Jonathan Dayton, Valerie Faris","18 Aug 2006","Abigail Breslin, Greg Kinnear, Paul Dano, Alan Arkin","2006","Adventure, Comedy, Drama","Won 2 Oscars. Another 54 wins & 55 nominations.","101 min","movie","http://ia.media-imdb.com/images/M/MV5BMTgzNTgzODU0NV5BMl5BanBnXkFtZTcwMjEyMjMzMQ@@._V1_SX300.jpg","269,067","tt0449059"
"Three ex-girlfriends of a serial cheater set up their former lover to fall for the new girl in town so they can watch him get his heart broken.","PG-13","True","English","John Tucker Must Die","USA, Canada","Jeff Lowell","41","5.6","Betty Thomas","28 Jul 2006","Jesse Metcalfe, Brittany Snow, Ashanti, Sophia Bush","2006","Comedy, Romance","2 wins & 2 nominations.","89 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI3MDkwODQ3OV5BMl5BanBnXkFtZTcwNTE4NDQzMQ@@._V1_SX300.jpg","47,542","tt0455967"
"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.","PG","True","English","Eragon","USA, UK, Hungary","Peter Buchman (screenplay), Christopher Paolini (novel)","38","5.1","Stefen Fangmeier","15 Dec 2006","Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle","2006","Action, Adventure, Family","3 nominations.","104 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg2ODkzMjgxNV5BMl5BanBnXkFtZTYwOTYzNDA3._V1_SY264_CR0,0,178,264_.jpg","84,106","tt0449010"
"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.","R","True","English, German, Italian, Romanian, Spanish, Arabic, Georgian","Children of Men","USA, UK","Alfonso Cuar贸n (screenplay), Timothy J. Sexton (screenplay), David Arata (screenplay), Mark Fergus (screenplay), Hawk Ostby (screenplay), P.D. James (novel)","84","7.9","Alfonso Cuar贸n","05 Jan 2007","Clive Owen, Juan Gabriel Yacuzzi, Michael Caine, Mishal Husain","2006","Adventure, Drama, Sci-Fi","Nominated for 3 Oscars. Another 28 wins & 29 nominations.","109 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc2MDU1ODQ0MV5BMl5BanBnXkFtZTcwMjk2NDA2OQ@@._V1_SX300.jpg","285,549","tt0206634"
"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.","R","True","English, Mende, Afrikaans","Blood Diamond","USA, Germany","Charles Leavitt (screenplay), C. Gaby Mitchell (story)","64","8.0","Edward Zwick","08 Dec 2006","Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers","2006","Adventure, Drama, Thriller","Nominated for 5 Oscars. Another 7 wins & 17 nominations.","143 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY5MTYyNjkwNV5BMl5BanBnXkFtZTcwODE3MTI0MQ@@._V1_SY264_CR0,0,178,264_.jpg","275,420","tt0450259"
"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.","R","True","English","Little Children","USA","Todd Field (screenplay), Tom Perrotta (screenplay)","75","7.6","Todd Field","03 Nov 2006","Kate Winslet, Jennifer Connelly, Patrick Wilson, Jackie Earle Haley","2006","Drama","Nominated for 3 Oscars. Another 12 wins & 29 nominations.","136 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYwNzEwNTI3MV5BMl5BanBnXkFtZTcwODUyODczMQ@@._V1_SX300.jpg","77,739","tt0404203"
"In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.","PG-13","True","English","The Break-Up","USA","Jeremy Garelick (screenplay), Jay Lavender (screenplay), Vince Vaughn (story)","45","5.8","Peyton Reed","02 Jun 2006","Vince Vaughn, Jennifer Aniston, Joey Lauren Adams, Cole Hauser","2006","Comedy, Drama, Romance","2 wins & 5 nominations.","106 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ4OTcwNDUxMV5BMl5BanBnXkFtZTYwMTAxNDY3._V1_SX300.jpg","78,419","tt0452594"
"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.","R","True","English, Romanian, Latin","The Fall","USA, India","Dan Gilroy (screenplay), Nico Soultanakis (screenplay), Tarsem Singh (screenplay), Valeri Petrov","64","7.9","Tarsem Singh","03 Jan 2008","Catinca Untaru, Justine Waddell, Lee Pace, Kim Uylenbroek","2006","Adventure, Drama, Fantasy","3 wins & 4 nominations.","117 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAzODUwMjM1M15BMl5BanBnXkFtZTcwNjU2MjU2MQ@@._V1_SX300.jpg","68,128","tt0460791"
"A struggling salesman takes custody of his son as he's poised to begin a life-changing professional endeavor.","PG-13","True","English, Cantonese","The Pursuit of Happyness","USA","Steve Conrad","64","7.8","Gabriele Muccino","15 Dec 2006","Will Smith, Jaden Smith, Thandie Newton, Brian Howe","2006","Biography, Drama","Nominated for 1 Oscar. Another 11 wins & 18 nominations.","117 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ5NjQ0NDI3NF5BMl5BanBnXkFtZTcwNDI0MjEzMw@@._V1_SX178_.jpg","232,556","tt0454921"
"A modern romantic tale about a young aristocratic heiress born under a curse that can only be broken when she finds true love with ""one who will love her faithfully.""","PG","True","English","Penelope","UK, USA","Leslie Caveny","48","6.8","Mark Palansky","29 Feb 2008","Richard E. Grant, Catherine O'Hara, Nick Prideaux, Michael Feast","2006","Comedy, Fantasy, Romance","N/A","104 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc0MTYwNzQ5Nl5BMl5BanBnXkFtZTcwMjg2MzU1MQ@@._V1_SX300.jpg","38,305","tt0472160"
"When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive.","PG","True","English","We Are Marshall","USA","Jamie Linden (screenplay), Cory Helms (story)","53","7.0","McG","22 Dec 2006","Matthew McConaughey, Matthew Fox, Anthony Mackie, David Strathairn","2006","Drama, Sport","1 nomination.","131 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQwNDczNTg5MF5BMl5BanBnXkFtZTcwNDMwMzEzMw@@._V1_SX300.jpg","33,550","tt0758794"
"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and to the end of her reign as queen and ultimately the fall of Versailles.","PG-13","True","English, Latin, French","Marie Antoinette","USA, France, Japan","Sofia Coppola","65","6.4","Sofia Coppola","20 Oct 2006","Kirsten Dunst, Jason Schwartzman, Judy Davis, Rip Torn","2006","Biography, Drama, History","Won 1 Oscar. Another 8 wins & 9 nominations.","123 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIzOTk1NzY5NV5BMl5BanBnXkFtZTcwOTMzNDgzMQ@@._V1_SX300.jpg","61,548","tt0422720"
"Spanning three parallel stories over a millennium, 'The Fountain' is a story of love, death, spirituality, and the fragility of our existence in this world.","PG-13","True","English, Maya","The Fountain","USA, Canada","Darren Aronofsky (screenplay), Ari Handel (story)","51","7.3","Darren Aronofsky","22 Nov 2006","Hugh Jackman, Rachel Weisz, Ellen Burstyn, Mark Margolis","2006","Drama, Romance, Sci-Fi","Nominated for 1 Golden Globe. Another 6 wins & 15 nominations.","96 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU5OTczMTcxMV5BMl5BanBnXkFtZTcwNDg3MTEzMw@@._V1_SX300.jpg","149,106","tt0414993"
"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.","R","True","English, Albanian","Inside Man","USA","Russell Gewirtz","76","7.6","Spike Lee","24 Mar 2006","Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer","2006","Crime, Drama, Thriller","5 wins & 8 nominations.","129 min","movie","http://ia.media-imdb.com/images/M/MV5BMTcxMDE4NTU4OF5BMl5BanBnXkFtZTcwMjg4NjQzMQ@@._V1_SY264_CR4,0,178,264_.jpg","206,785","tt0454848"
"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.","R","True","English","Perfume: The Story of a Murderer","Germany, France, Spain, USA","Andrew Birkin (screenplay), Bernd Eichinger (screenplay), Tom Tykwer (screenplay), Patrick S端skind (novel)","56","7.5","Tom Tykwer","05 Jan 2007","Ben Whishaw, Francesc Albiol, Gonzalo Cunill, Roger Salvany","2006","Crime, Drama, Fantasy","12 wins & 13 nominations.","147 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI0NjUyMTk3Nl5BMl5BanBnXkFtZTcwOTA5MzkzMQ@@._V1_SX178_.jpg","143,060","tt0396171"
"As the Mayan kingdom faces its decline, the rulers insist the key to prosperity is to build more temples and offer human sacrifices. Jaguar Paw, a young man captured for sacrifice, flees to avoid his fate.","R","True","Maya","Apocalypto","USA","Mel Gibson, Farhad Safinia","68","7.8","Mel Gibson","08 Dec 2006","Rudy Youngblood, Dalia Hernรกndez, Jonathan Brewer, Morris Birdyellowhead","2006","Action, Adventure, Drama","Nominated for 3 Oscars. Another 7 wins & 14 nominations.","139 min","movie","http://ia.media-imdb.com/images/M/MV5BNTM1NjYyNTY5OV5BMl5BanBnXkFtZTcwMjgwNTMzMQ@@._V1_SY264_CR0,0,178,264_.jpg","186,721","tt0472043"
"A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.","PG-13","True","English, Portuguese, Japanese","Click","USA","Steve Koren, Mark O'Keefe","45","6.4","Frank Coraci","23 Jun 2006","Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff","2006","Comedy, Drama, Fantasy","Nominated for 1 Oscar. Another 3 wins & 11 nominations.","107 min","movie","http://ia.media-imdb.com/images/M/MV5BMjEyODM5MzY2N15BMl5BanBnXkFtZTcwNjcyMTIzMQ@@._V1_SX178_.jpg","175,164","tt0389860"
"A woman goes in search for her daughter, within the confines of a strange, desolate town called Silent Hill. Based on the video game.","R","True","N/A","Silent Hill","N/A","Roger Avary","N/A","6.5","Christophe Gans","21 Apr 2006","Radha Mitchell, Laurie Holden, Sean Bean, Deborah Kara Unger","2006","Horror, Mystery","N/A","2 h 5 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI4NzQ3NTgxNV5BMl5BanBnXkFtZTcwMTMwOTIzMQ@@._V1_SX300.jpg","128,886","tt0384537"
"Two neighbors have it out after one of them decorates his house for the holidays so brightly that it can be seen from space.","PG","True","N/A","Deck the Halls","N/A","Matt Corman, Chris Ord, Don Rhymer","28","4.7","John Whitesell","22 Nov 2006","Danny DeVito, Matthew Broderick, Kristin Davis, Kristin Chenoweth","2006","Comedy, Family","N/A","93 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIzNjA4OTM0OV5BMl5BanBnXkFtZTcwMDgwODkzMQ@@._V1_SY264_CR0,0,178,264_.jpg","11,329","tt0790604"
"A group of high-schoolers invite Mandy Lane, a good girl who became quite hot over the summer, to a weekend party on a secluded ranch. While the festivities rage on, the number of revelers begins to drop quite mysteriously.","R","True","English","All the Boys Love Mandy Lane","USA","Jacob Forman","44","5.6","Jonathan Levine","06 Sep 2013","Amber Heard, Anson Mount, Whitney Able, Michael Welch","2006","Horror, Mystery, Thriller","1 nomination.","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMzM0MjU1MzUzMF5BMl5BanBnXkFtZTcwMjcwNDQyOQ@@._V1_SX300.jpg","18,578","tt0490076"
"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.","R","True","English, Arabic, Spanish, Japanese, Berber languages, French, Russian, Japanese Sign Language","Babel","France, USA, Mexico","Guillermo Arriaga, Alejandro González Iñárritu (idea)","69","7.5","Alejandro González Iñárritu","10 Nov 2006","Brad Pitt, Cate Blanchett, Mohamed Akhzam, Peter Wight","2006","Drama","Won 1 Oscar. Another 39 wins & 85 nominations.","143 min","movie","http://ia.media-imdb.com/images/M/MV5BMjEzMzg4NTIyOF5BMl5BanBnXkFtZTcwNjM3MzgzMQ@@._V1_SX300.jpg","195,398","tt0449467"
"A drama based on the life of Jesse James Hollywood, a drug dealer who became one of the youngest men ever to be on the FBI's most wanted list.","R","True","English","Alpha Dog","USA","Nick Cassavetes","53","6.9","Nick Cassavetes","12 Jan 2007","Bruce Willis, Matthew Barry, Emile Hirsch, Fernando Vargas","2006","Biography, Crime, Drama","2 wins & 2 nominations.","122 min","movie","http://ia.media-imdb.com/images/M/MV5BMjExODMyNzQzMl5BMl5BanBnXkFtZTYwNzMwNTg3._V1_SY264_CR0,0,178,264_.jpg","74,167","tt0426883"
"An IRS auditor suddenly finds himself the subject of narration only he can hear: narration that begins to affect his entire life, from his work, to his love-interest, to his death.","PG-13","True","English","Stranger Than Fiction","USA","Zach Helm","67","7.6","Marc Forster","10 Nov 2006","Will Ferrell, William Dick, Guy Massey, Martha Espinoza","2006","Comedy, Drama, Fantasy","Nominated for 1 Golden Globe. Another 3 wins & 11 nominations.","113 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY5MjA3MTY2Ml5BMl5BanBnXkFtZTcwNTMzNzYzMw@@._V1_SX178_.jpg","152,033","tt0420223"
"#1 NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test.","PG-13","True","English, French","Talladega Nights: The Ballad of Ricky Bobby","USA","Will Ferrell, Adam McKay","66","6.4","Adam McKay","04 Aug 2006","Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole","2006","Action, Comedy, Sport","6 wins & 4 nominations.","108 min","movie","http://ia.media-imdb.com/images/M/MV5BNzAzOTk1OTIyM15BMl5BanBnXkFtZTcwNDIzNTQzMQ@@._V1_SX300.jpg","94,726","tt0415306"
"Rocky Balboa comes out of retirement to step into the ring for the last time and face the heavyweight champ Mason 'The Line' Dixon.","PG","True","English, Spanish","Rocky Balboa","USA","Sylvester Stallone","63","7.2","Sylvester Stallone","20 Dec 2006","Sylvester Stallone, Burt Young, Antonio Tarver, Geraldine Hughes","2006","Drama, Sport","1 nomination.","102 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM2OTUzNDE3NV5BMl5BanBnXkFtZTcwODczMzkzMQ@@._V1_SX300.jpg","119,007","tt0479143"
"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.","PG-13","True","English","Just My Luck","USA","I. Marlene King (screenplay), Amy Harris (screenplay), Jonathan Bernstein (story), Mark Blackwell (story), James Greer (story)","29","5.2","Donald Petrie","12 May 2006","Lindsay Lohan, Chris Pine, Samaire Armstrong, Bree Turner","2006","Comedy, Fantasy, Romance","6 nominations.","103 min","movie","http://ia.media-imdb.com/images/M/MV5BMTczMDg2ODUyMl5BMl5BanBnXkFtZTcwMjcyMzgzMQ@@._V1_SX300.jpg","33,738","tt0397078"
